.com,commercial,,"This is an open TLD; any person or entity is permitted to register. Though originally intended for use by for-profit business entities, for a number of reasons it became the main TLD for domain names and is currently used by all types of entities including nonprofits, schools, and private individuals. Domain name registrations may be successfully challenged if the holder cannot prove an outside relation justifying reservation of the name,[7] to prevent ""squatting"". It was originally administered by the United States Department of Defense.",Verisign,Verisign,
.mba,"Colleges, universities, & graduate programs, online educational sites, job search sites, MBA candidates",,,Identity Digital,Identity Digital,—
.med,medicine and related topics,,,Medistry LLC[11],Medistry LLC[11],
.media,"Advertising/Marketing/PR/Design agencies, media buying/production companies, news outlets, media bloggers, digital publishers & graphic designers",,,Identity Digital[ID 99],Identity Digital[ID 99],—
.meet,"social gatherings, meeting new people",,,Identity Digital,Identity Digital,—
.meme,Internet memes,,,Google[n 2],Google[n 2],—
.memorial,"News site obituaries, personal tribute sites, floral & funeral arrangement companies",,,Identity Digital,Identity Digital,—
.men,men,,,Global Registry Services Ltd[10],Global Registry Services Ltd[10],—
.menu,restaurants,,,Wedding TLD2,Wedding TLD2,—
.mint,,,,"Intuit Administrative Services, Inc.[11]","Intuit Administrative Services, Inc.[11]",Reserved for Intuit Mint
.mobi,mobile devices,,,Identity Digital,Identity Digital,Must be used for mobile-compatible sites in accordance with standards.
.mobile,,,,Dish DBS Corporation[11],Dish DBS Corporation[11],
.mobily,,,,GreenTech Consultancy Company W.L.L.[11],GreenTech Consultancy Company W.L.L.[11],Reserved for Mobily
.moe,Japanese otaku culture; see moe (slang),,,Interlink,Interlink,—
.mom,mothers,,,"Uniregistry, Corp.[11]","Uniregistry, Corp.[11]",
.money,"Lenders, financial services businesses, money blogs & news sites, investment bankers & brokers, financial planners & experts",,,Identity Digital,Identity Digital,—
.monster,,,,XYZ.com,XYZ.com,
.mortgage,"Mortgage brokers, real estate brokers/agents, home buyers, traditional “classified” sites",,,Identity Digital[n 1],Identity Digital[n 1],—
.motorcycles,motorcycles,,,DERMotorcycles,DERMotorcycles,—
.mov,digital video,,,Google[n 2],Google[n 2],—
.movie,"Streaming movie services, movie studios & distributors, movie theaters & entertainment outlets, ticket sale/resale sites, movie review sites",,,Identity Digital,Identity Digital,—
.museum,museums,,,Museum Domain Management Association,Museum Domain Management Association,Must be verified as a legitimate museum.
.music,Music dissemination and appreciation,,,Under contention,Under contention,—
.name,"individuals, by name",,,Verisign,Verisign,"Open TLD; however, registrations may be challenged later if they are not by individuals (or the owners of fictional characters) in accordance with the domain's charter."
.navy,"Naval training schools, navy supply stores, military recruiters, credit unions, navy members and veterans",,,Identity Digital[n 1],Identity Digital[n 1],—
.network,"IT professionals, tech consultants, career sites, industry-specific professional groups, social networks",,,Identity Digital[ID 100],Identity Digital[ID 100],—
.new,Websites where people can create something,,,Google[n 2],Google[n 2],"The second-level domain name must be the thing to be created immediately when a user visits the .new website. Most likely, the .new will redirect to a company's main website."
.news,"News organizations, educational publications, trade publications, neighborhood news blogs",,,,,—
.nexus,,,,Google[n 2],Google[n 2],
.ngo,"Non-governmental organizations.
Sold packaged with .ong.",,,Public Interest Registry,Public Interest Registry,"Restricted to validated NGOs, as determined by PIR.[56]"
.ninja,"Sites promoting specialized skills, repair services (auto, appliance, etc.), gaming sites, martial arts organizations",,,Identity Digital[n 1],Identity Digital[n 1],—
.now,,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",
.ntt,,,,Nippon Telegraph And Telephone Corporation.[11],Nippon Telegraph And Telephone Corporation.[11],Restricted to use by NTT Japan.[57]
.observer,,,,Donuts[ID 98],Donuts[ID 98],
.org,general,,,Public Interest Registry,Public Interest Registry,—
.one,general,,,One Registry,One Registry,—
.ong,"Non-governmental organizations.
Sold packaged with .ngo.",,,Public Interest Registry,Public Interest Registry,"Restricted to validated NGOs, as determined by PIR.[56]"
.onl,generic,,,I-REGISTRY,I-REGISTRY,—
.online,generic,,,Radix Registry,Radix Registry,—
.ooo,general,,,Infibeam,Infibeam,
.open,"private to the ""Registry Operator and its qualified Affiliates and Trademark Licensees""[58]",,,"American Express Travel Related Services Company, Inc.[11]","American Express Travel Related Services Company, Inc.[11]",
.organic,"organic gardeners, farmers, foods, etc.",,,Identity Digital,Identity Digital,Registrants must be verified as a member of the organic community.[59]
.origins,,,,The Estée Lauder Companies Inc.[11],The Estée Lauder Companies Inc.[11],Reserved for Origins
.page,,,,Charleston Road Registry Inc. (Google)[11],Charleston Road Registry Inc. (Google)[11],
.partners,"Law firms, real estate agencies, investment firms, accounting firms, nonprofit organizations",,,Identity Digital[ID 101],Identity Digital[ID 101],—
.parts,"Appliance wholesalers & service, tool rentals & service businesses, auto/boat/heavy equipment businesses",,,Identity Digital[ID 102],Identity Digital[ID 102],—
.party,nightclubs and social gatherings,,,Global Registry Services Ltd[10],Global Registry Services Ltd[10],—
.pay,electronic payments,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",
.pet,animals and pets,,,Identity Digital[11],Identity Digital[11],
.pharmacy,pharmacies,,,National Association of Boards of Pharmacy,National Association of Boards of Pharmacy,"""All registrants within the .pharmacy gTLD are vetted prior to registration to confirm that they meet all applicable regulatory standards, including pharmacy licensure and valid prescription requirements"
.phone,telephone-related businesses,,,Dish DBS Corporation[11],Dish DBS Corporation[11],
.photo,photography and photo-sharing,,,Uniregistry,Uniregistry,—
.photography,"Professional photographers, camera and equipment retailers, photo studios & photography schools, wedding",,,Identity Digital[ID 103],Identity Digital[ID 103],—
.photos,"Professional photographers, camera and equipment retailers, photo studios & photography schools, wedding",,,Identity Digital[ID 104],Identity Digital[ID 104],—
.physio,physical therapists,,,PhysBiz,PhysBiz,"Must be eligible for membership of the World Confederation for Physical Therapy, have proper training as a physical therapist outside WCPT's reach, or otherwise supports physical therapy.[61][62]"
.pics,photography and photo-sharing,,,Uniregistry,Uniregistry,—
.pictures,"Professional photographers, camera and equipment retailers, photo studios & photography schools, wedding",,,Identity Digital[ID 105],Identity Digital[ID 105],—
.pid,personal identification,,,Top Level Spectrum,Top Level Spectrum,—
.pin,,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",
.pink,those who like the color pink,,,Identity Digital,Identity Digital,—
.pizza,"Pizzerias, take & bake pizza shops, Italian or Greek restaurants, pizza brands found in grocery stores",,,Identity Digital[ID 106],Identity Digital[ID 106],—
.place,"Airline-related products or services, travel agencies, resources & services, travel writers & bloggers, tourist attractions, hotels, hostels, B&Bs, lodging",,,Identity Digital[ID 107],Identity Digital[ID 107],—
.plumbing,"Plumbers & plumbing repair businesses, plumbing departments within home supply stores, contractors/subcontractors, DIYers",,,Identity Digital[ID 108],Identity Digital[ID 108],—
.plus,"Consumer commodity stores & sites, clothing (plus, big & tall), service-based businesses, any entity wanting to show their competitive advantage",,,Identity Digital,Identity Digital,—
.poker,Poker players and sites,,,Identity Digital[ID 109],Identity Digital[ID 109],—
.porn,adult entertainment (pornography),,,Identity Digital,Identity Digital,"For sites providing sexually explicit content, such as pornography."
.post,postal services,,,Universal Postal Union,Universal Postal Union,"The .post TLD is restricted to Postal Administrations as defined in the Universal Postal Union constitution, and their large customers who wish to provide ""Trusted Postal Services"".[63]"
.press,publishing and journalism,,,Radix Registry,Radix Registry,—
.prime,,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",Reserved for Amazon Prime
.pro,professions/professionals,,,Identity Digital[65],Identity Digital[65],—
.productions,"Advertising/Marketing/PR/Design agencies, media buying/production companies (digital & traditional), video production services, anyone in the film industry",,,Identity Digital[ID 110],Identity Digital[ID 110],—
.prof,"Professors, teachers and learning",,,Google[n 2],Google[n 2],—
.promo,advertising,,,Identity Digital[11],Identity Digital[11],
.properties,"Real estate brokers/agents, residential/Commercial land developers, property (condo/apartment) managers, home builders, mortgage companies",,,Identity Digital[ID 111],Identity Digital[ID 111],—
.property,real estate,,,Uniregistry,Uniregistry,—
.protection,security,,,XYZ.COM LLC[11],XYZ.COM LLC[11],
.pub,"Pubs, bars & nightclubs, burger joints, breweries & taphouses, beer distributors, restaurant & bar supplierspublications",,,Identity Digital[n 1],Identity Digital[n 1],—
.qpon,coupons,,,dotCOOL,dotCOOL,—
.quebec,People and businesses in Quebec,,,—,—,—
.racing,racing,,,Global Registry Services Ltd[10],Global Registry Services Ltd[10],—
.radio,"radio stations, amateur radio operators",,,European Broadcasting Union (EBU)[11],European Broadcasting Union (EBU)[11],
.read,,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",
.realestate,real estate,,,dotRealEstate LLC[11],dotRealEstate LLC[11],
.realtor,realtors,,,Real Estate Domains,Real Estate Domains,"To be restricted to members of the National Association of Realtors and the Canadian Real Estate Association, and related associations.[66]"
.realty,realty and housing,,,"Fegistry, LLC[11]","Fegistry, LLC[11]",
.recipes,"Recipe sites, food & beverage grocery brands, health & fitness organizations, cooking enthusiasts, personal/professional chefs",,,Identity Digital[ID 112],Identity Digital[ID 112],—
.red,"those who like the color red[67]
Also Spanish variant of .net
Also likely to be attractive for domain hacks for words that end with '-red'.",,,Identity Digital,Identity Digital,—
.rehab,"Physical and occupational therapists, drug, alcohol and gambling addiction counselors, rehabilitation facilities and recovery centers, online health directories",,,Identity Digital[n 1],Identity Digital[n 1],—
.reit,real estate investment trusts,,,National Association of Real Estate Investment Trusts,National Association of Real Estate Investment Trusts,"Restricted to REITs, as determined by national law.[68]"
.rent,Real estate professionals and small businesses,,,xyz.xyz,xyz.xyz,—
.rentals,"Real estate brokers/agents, city guides, college housing centers, vehicle, equipment, or entertainment/event rentals, property managers",,,Identity Digital[ID 113],Identity Digital[ID 113],—
.repair,"General or specialty repair shops, construction contractors/subcontractors, DIYers, appliance wholesalers & service, auto/boat businesses",,,Identity Digital[ID 114],Identity Digital[ID 114],—
.report,"News and current events sites, financial reporting sites, financial or business analysts, police, school, or other community report listings",,,Identity Digital[ID 115],Identity Digital[ID 115],—
.republican,"Political candidates, lobbyists, political parties, fundraising organizations",,,Identity Digital[n 1],Identity Digital[n 1],—
.rest,Restaurants and related industry,,,Punto 2012,Punto 2012,—
.restaurant,"Casual eateries, gourmet restaurants, suppliers, chains, review sites, reservation sites & services",,,Identity Digital[ID 116],Identity Digital[ID 116],—
.review,public reviews,,,Global Registry Services Ltd[10],Global Registry Services Ltd[10],—
.reviews,"News media, food publications, travel publications, literary publications, any product & service with online reviews",,,Identity Digital[n 1],Identity Digital[n 1],—
.rich,businesses catering to the wealthy,,,I-REGISTRY,I-REGISTRY,—
.rip,"Loved ones seeking to memorialize the deceased, funeral homes and cemeteries, businesses that support the funeral industry, obituary websites",,,Identity Digital[n 1],Identity Digital[n 1],—
.rocks,"Pop culture sites, niche and fan sites, musicians, gemstone & jewelry companies",,,Identity Digital[n 1],Identity Digital[n 1],—
.rodeo,Rodeo interest,,,Minds + Machines[n 3],Minds + Machines[n 3],—
.room,lodging or room design,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",
.rugby,rugby,,,World Rugby Strategic Developments Limited[11],World Rugby Strategic Developments Limited[11],
.run,"Runners, running shoe retailers, specialty running gear shops, running event organizers",,,Identity Digital,Identity Digital,—
.safe,security and safety,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",
.sale,"Online and brick-and-mortar retailers and wholesalers, automotive and motorcycle dealers, discount, flash sale, and deal websites, auction sites",,,Identity Digital,Identity Digital,—
.salon,"Hair salons, nail salons, beauty product companies, beauty schools",,,Identity Digital,Identity Digital,—
.save,,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",
.sbi,,,,State Bank of India,State Bank of India,
.scholarships,scholarship related,,,Scholarships.com[71][72],Scholarships.com[71][72],—
.school,"Public schools, private & charter schools, specialty and trade schools, online learning sites, resource sites for teachers",,,Identity Digital[ID 117],Identity Digital[ID 117],—
.science,science-related sites,,,Global Registry Services Ltd[10],Global Registry Services Ltd[10],—
.search,search engines,,,Charleston Road Registry Inc. (Google)[11],Charleston Road Registry Inc. (Google)[11],
.secure,security,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",
.security,,,,XYZ.COM LLC[11],XYZ.COM LLC[11],
.select,,,,iSelect Ltd[11],iSelect Ltd[11],
.services,"home services (cleaning, landscaping, plumbing, pet care), business services tech support, interior design, translation services",,,Identity Digital[ID 118],Identity Digital[ID 118],—
.sex,adult entertainment (pornography),,,ICM Registry,ICM Registry,"For sites providing sexually explicit content, such as pornography."
.sexy,adult entertainment,,,Uniregistry,Uniregistry,—
.shoes,"Shoe stores, department stores, online retailers, athletic shoe retailers, discount shoe stores",,,Identity Digital[ID 119],Identity Digital[ID 119],—
.shop,,,,"GMO Registry, Inc.[11]","GMO Registry, Inc.[11]",
.shopping,"Online retailers, shopping centers, personal shoppers, discount sites & coupon sites, shopping blogs & product reviews",,,Identity Digital,Identity Digital,
.show,"Ticket sale/resale sites, performance halls, music clubs/bars, streaming video services, movie review sites, travel sites & city guides",,,Identity Digital,Identity Digital,—
.showtime,,,,CBS Domains Inc.[11],CBS Domains Inc.[11],Reserved for Showtime
.silk,,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",Reserved for Amazon Silk
.singles,"Ticket sale/resale sites, gaming agencies, movie review sites, city guides, sports sites(Dating) Dating & matchmaker sites, traditional “classified”",,,Identity Digital[ID 120],Identity Digital[ID 120],—
.site,general,,,Radix Registry,Radix Registry,—
.ski,skiing,,,STARTING DOT LIMITED[11],STARTING DOT LIMITED[11],
.skin,,,,XYZ.com,XYZ.com,
.sky,,,,Sky International AG[11],Sky International AG[11],
.sling,,,,Hughes Satellite Systems Corporation[11],Hughes Satellite Systems Corporation[11],Reserved for Sling Media
.smile,,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",
.sncf,,,,SNCF,SNCF,Reserved to the SNCF company.
.soccer,"Professional & amateur soccer clubs, soccer & sports media networks, soccer players, soccer camps, coaches, & training organizations",,,Identity Digital,Identity Digital,—
.social,"Advertising/Marketing/PR/Design agencies, media buying/production, blogs & forums, any person or organization driving awareness of their social presence",,,Identity Digital[n 1],Identity Digital[n 1],—
.software,"Software testing, support, & consulting companies, software product developers software training & educational institutions, software resellers",,,Identity Digital[n 1],Identity Digital[n 1],—
.solar,"Solar panel, roof tile, & storage producers, solar cell battery, chargers, lights, speakers, & generator manufacturers, sunglass, shades, UV clothing, sunblock",,,Identity Digital[ID 121],Identity Digital[ID 121],—
.solutions,"SaaS providers, people who offer do-it-yourself tips and tutorials, consultants",,,Identity Digital[ID 122],Identity Digital[ID 122],—
.song,,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",
.spa,Spas,,,Asia Spa and Wellness Promotion Council Limited,Asia Spa and Wellness Promotion Council Limited,—
.space,as a creative space,,,Radix Registry,Radix Registry,—
.spreadbetting,Spread betting,,,DOTSPREADBETTING REGISTRY LTD[11],DOTSPREADBETTING REGISTRY LTD[11],
.spot,,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",
.sport,sport institutions,,,Global Association of International Sports Federations (GAISF),Global Association of International Sports Federations (GAISF),
.srl,Spanish/Italian/Romanian/French limited liability companies,,,InterNetX GmbH,InterNetX GmbH,
.storage,Self storage,,,Self Storage Company LLC[11],Self Storage Company LLC[11],
.store,stores,,,Radix Registry,Radix Registry,—
.stream,streaming media,,,Global Registry Services Ltd[10],Global Registry Services Ltd[10],
.studio,"Advertising/Marketing/PR/Design agencies, creative freelancers, other creative agencies (i.e., animation, production), dance, yoga, or fitness studios",,,Identity Digital[n 1],Identity Digital[n 1],—
.study,education,,,OPEN UNIVERSITIES AUSTRALIA PTY LTD[11],OPEN UNIVERSITIES AUSTRALIA PTY LTD[11],
.style,"Fashion bloggers, department stores, designers, online retailers",,,Identity Digital,Identity Digital,—
.sucks,gripe sites,,,Vox Populi,Vox Populi,—
.supplies,"Contractors, distribution companies, appliance wholesalers & service, auto/boat/heavy equipment businesses, home services retailers",,,Identity Digital[ID 123],Identity Digital[ID 123],—
.supply,"Contractors, distribution companies, appliance wholesalers & service, auto/boat/heavy equipment businesses",,,Identity Digital[ID 124],Identity Digital[ID 124],—
.support,"IT/Tech support services, social services, customer service & support departments, independent consultants & consulting firms, staffing services",,,Identity Digital[ID 125],Identity Digital[ID 125],—
.surf,surfing,,,Minds + Machines[n 3],Minds + Machines[n 3],—
.surgery,"Surgeons, primary/secondary care physicians, hospitals & clinics, healthcare providers, insurance providers",,,Identity Digital[ID 126],Identity Digital[ID 126],—
.systems,"IT businesses, other tech-focused businesses, businesses that sell electronics or home security systems, organizational consultants",,,Identity Digital[ID 127],Identity Digital[ID 127],—
.talk,,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",
.tattoo,tattoo aficionados,,,Uniregistry,Uniregistry,—
.tax,"Accounting & bookkeeping firms, tax advisors, auditors, financial experts & advisors",,,Identity Digital,Identity Digital,—
.taxi,"Airline & travel-related products or services, city guides & tourist attractions, transportation businesses, hotels, hostels, B&Bs, lodging, tourist attractions",,,Identity Digital,Identity Digital,—
.team,"Professional & amateur sports teams, sports equipment suppliers & manufacturers, sports media, athletes & fans, clubs",,,Identity Digital,Identity Digital,—
.tech,technology,,,Radix Registry,Radix Registry,—
.technology,"Tech-focused businesses developers, coders, programmers, computer retailers, technology blogs, news sites, & review sites, hardware & software companies",,,Identity Digital,Identity Digital,—
.tel,internet communication services,,,,,A contact directory housing all types of contact information directly in the Domain Name System.
.tennis,"Tennis courts, clubs & other venues, tennis equipment suppliers and retailers, professional & amateur tennis players, sports media",,,Identity Digital,Identity Digital,—
.theater,"Entertainment & movie theater outlets, live performance theaters, professional performer associations, movie review sites, travel sites & city guides",,,Identity Digital,Identity Digital,—
.theatre,theatre,,,XYZ.COM LLC[11],XYZ.COM LLC[11],
.tickets,ticket resale,,,XYZ.COM LLC[11],XYZ.COM LLC[11],
.tips,"Travel, hotel & hospitality companies, cooking & recipe publications, publications that provide advice on gratuity practices around the world",,,Identity Digital,Identity Digital,—
.tires,"Tire wholesalers, tire retailers, auto repair shops",,,Identity Digital,Identity Digital,—
.today,"News & current event sites, websites that publish daily content, sites with daily rotating deals or offers, anyone who wants to spur immediate action",,,Identity Digital,Identity Digital,—
.tools,"Tool shops, tool departments within home supply stores, contractors, subcontractors, construction-related businesses",,,Identity Digital,Identity Digital,—
.top,general,,,Jiangsu Bangning,Jiangsu Bangning,—
.tours,"Airline-related  travel agencies, resources & services, tourist attractions, outdoor adventure companies, private plane/helicopter tours & services",,,Identity Digital,Identity Digital,—
